  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(18_16)Mean,    d(D_H)Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(18_16)_SD,     d(D_H)_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code
    11,    P-1747,   2015/03/10 15:23:13,           1-02,       1,         1.088,         9.941,         23082,      -1,    0,                                        ,                                        ,                 H2O, 1426022899.56,         0.262,         0.579,        72.591,        -0.002,        -0.006,         1.687,       105.254,        49.548,         2.470,        80.632,         0.905,         5.084,       -0.0000,       -0.0000,    1,        42.375,         1,       2,       1, GJB_Rinse,       0
    12,    P-1747,   2015/03/10 15:32:11,           1-02,       2,         1.356,        13.597,         22747,      -1,    1,                                        ,                                        ,                 H2O, 1426023436.94,         0.230,         0.579,        72.468,        -0.000,        -0.007,         1.696,       104.034,        48.445,         2.403,        79.198,         0.911,         4.742,        0.0000,        0.0000,    1,        42.438,         1,       2,       1, GJB_Rinse,       0
    13,    P-1747,   2015/03/10 15:41:08,           1-02,       3,         1.443,        14.465,         22799,      -1,    1,                                        ,                                        ,                 H2O, 1426023973.50,         0.237,         0.525,        74.070,         0.000,        -0.005,         1.733,       104.285,        49.200,         2.423,        77.766,         0.907,         4.540,       -0.0000,       -0.0000,    1,        42.500,         1,       2,       1, GJB_Rinse,       0
    14,    P-1747,   2015/03/10 15:50:05,           1-02,       4,         1.481,        14.869,         22797,       0,    1,                                        ,                                        ,                 H2O, 1426024511.65,         0.246,         0.522,        74.102,        -0.000,        -0.004,         1.720,       104.314,        48.665,         2.415,        79.234,         0.916,         4.797,       -0.0000,       -0.0000,    1,        42.500,         1,       2,       1, GJB_Rinse,       0
    15,    P-1747,   2015/03/10 15:59:03,           1-02,       5,         1.499,        15.237,         22744,       0,    1,                                        ,                                        ,                 H2O, 1426025049.62,         0.243,         0.545,        70.908,        -0.001,        -0.005,         1.655,       103.866,        49.150,         2.385,        78.059,         0.913,         4.758,       -0.0000,       -0.0000,    1,        42.563,         1,       2,       1, GJB_Rinse,       0
    16,    P-1747,   2015/03/10 16:08:01,           1-02,       6,         1.513,        15.348,         22786,       0,    1,                                        ,                                        ,                 H2O, 1426025587.65,         0.245,         0.493,        72.693,        -0.001,        -0.003,         1.694,       104.252,        48.858,         2.380,        78.399,         0.909,         4.588,        0.0000,        0.0000,    1,        42.625,         1,       2,       1, GJB_Rinse,       0
    17,    P-1747,   2015/03/10 16:16:59,           1-02,       7,         1.529,        15.759,         22825,       0,    1,                                        ,                                        ,                 H2O, 1426026125.18,         0.262,         0.578,        70.111,        -0.001,        -0.006,         1.629,       104.335,        49.007,         2.401,        78.437,         0.905,         4.837,       -0.0000,       -0.0000,    1,        42.688,         1,       2,       1, GJB_Rinse,       0
    18,    P-1747,   2015/03/10 16:25:57,           1-02,       8,         1.539,        15.352,         22763,       0,    1,                                        ,                                        ,                 H2O, 1426026662.63,         0.247,         0.537,        75.352,        -0.001,        -0.004,         1.749,       103.456,        52.525,         2.082,        71.425,         0.908,         3.981,       -0.0000,       -0.0000,    1,        42.688,         1,       2,       1, GJB_Rinse,       0
    19,    P-1747,   2015/03/10 16:34:54,           1-02,       9,         1.553,        15.630,         22771,       0,    1,                                        ,                                        ,                 H2O, 1426027199.99,         0.254,         0.523,        70.722,        -0.001,        -0.003,         1.644,       103.887,        49.283,         2.373,        78.471,         0.906,         4.707,       -0.0000,       -0.0000,    1,        42.688,         1,       2,       1, GJB_Rinse,       0
    20,    P-1747,   2015/03/10 16:43:52,           1-02,      10,         1.548,        15.842,         22769,       0,    1,                                        ,                                        ,                 H2O, 1426027738.10,         0.251,         0.575,        69.168,        -0.002,        -0.004,         1.627,       104.092,        48.486,         2.453,        79.479,         0.906,         4.915,        0.0000,        0.0000,    1,        42.750,         1,       2,       1, GJB_Rinse,       0
    21,    P-1748,   2015/03/10 16:53:44,           1-03,       1,       -16.571,      -115.427,         23086,      -1,    0,                                        ,                                        ,                 H2O, 1426028329.46,         0.215,         0.575,        73.963,         0.000,         0.007,         1.714,       105.134,        50.474,         2.432,        79.066,         0.908,         5.083,        0.0000,        0.0000,    1,        42.813,         1,       3,       1, GJB_Rinse,       0
    22,    P-1748,   2015/03/10 17:02:41,           1-03,       2,       -16.935,      -122.528,         24968,      -1,    0,                                        ,                                        ,                 H2O, 1426028867.96,         0.239,         0.522,        78.655,        -0.000,         0.005,         1.821,       113.762,        53.851,         2.564,        83.587,         0.914,         4.901,        0.0000,        0.0000,    1,        42.813,         1,       3,       1, GJB_Rinse,       0
    23,    P-1748,   2015/03/10 17:11:40,           1-03,       3,       -16.505,      -122.896,         23664,      -1,    0,                                        ,                                        ,                 H2O, 1426029405.85,         0.215,         0.522,        75.146,         0.000,         0.005,         1.740,       107.596,        51.677,         2.494,        80.705,         0.907,         5.022,       -0.0000,       -0.0000,    1,        42.875,         1,       3,       1, GJB_Rinse,       0
    24,    P-1748,   2015/03/10 17:20:37,           1-03,       4,       -17.297,      -125.294,         22702,       0,    1,                                        ,                                        ,                 H2O, 1426029943.60,         0.228,         0.522,        73.657,         0.000,         0.004,         1.726,       103.622,        49.362,         2.356,        77.587,         0.904,         4.951,        0.0000,        0.0000,    1,        42.875,         1,       3,       1, GJB_Rinse,       0
    25,    P-1748,   2015/03/10 17:29:36,           1-03,       5,       -17.359,      -125.809,         22711,       0,    1,                                        ,                                        ,                 H2O, 1426030482.45,         0.232,         0.540,        75.780,         0.000,         0.004,         1.753,       103.776,        49.513,         2.351,        76.861,         0.904,         4.690,       -0.0000,       -0.0000,    1,        42.875,         1,       3,       1, GJB_Rinse,       0
    26,    P-1748,   2015/03/10 17:38:34,           1-03,       6,       -17.336,      -125.898,         22891,       0,    1,                                        ,                                        ,                 H2O, 1426031019.91,         0.237,         0.502,        72.113,         0.001,         0.003,         1.683,       104.368,        50.039,         2.435,        78.055,         0.907,         4.902,       -0.0000,       -0.0000,    1,        42.875,         1,       3,       1, GJB_Rinse,       0
    27,    P-1748,   2015/03/10 17:47:32,           1-03,       7,       -17.389,      -126.207,         22742,       0,    1,                                        ,                                        ,                 H2O, 1426031558.66,         0.227,         0.500,        73.040,        -0.000,         0.002,         1.713,       103.774,        49.753,         2.355,        77.135,         0.903,         4.811,       -0.0000,       -0.0000,    1,        42.938,         1,       3,       1, GJB_Rinse,       0
    28,    P-1748,   2015/03/10 17:56:30,           1-03,       8,       -17.306,      -126.256,         22805,       0,    1,                                        ,                                        ,                 H2O, 1426032095.79,         0.238,         0.479,        75.235,         0.000,         0.003,         1.747,       104.037,        50.415,         2.329,        75.825,         0.906,         4.654,        0.0000,        0.0000,    1,        42.938,         1,       3,       1, GJB_Rinse,       0
    29,    P-1748,   2015/03/10 18:05:28,           1-03,       9,       -17.368,      -126.417,         22674,       0,    1,                                        ,                                        ,                 H2O, 1426032634.69,         0.227,         0.550,        73.120,        -0.001,         0.003,         1.702,       103.346,        49.611,         2.401,        77.566,         0.909,         4.871,       -0.0000,       -0.0000,    1,        42.938,         1,       3,       1, GJB_Rinse,       0
    30,    P-1748,   2015/03/10 18:14:27,           1-03,      10,       -17.349,      -126.354,         22823,       0,    1,                                        ,                                        ,                 H2O, 1426033173.63,         0.239,         0.484,        73.428,        -0.000,         0.001,         1.717,       104.067,        49.964,         2.423,        77.419,         0.910,         4.883,       -0.0000,       -0.0000,    1,        42.938,         1,       3,       1, GJB_Rinse,       0
    31,    P-1749,   2015/03/10 18:24:20,           1-04,       1,        -8.215,       -54.605,         22935,      -1,    1,                                        ,                                        ,                 H2O, 1426033765.70,         0.233,         0.577,        72.416,        -0.001,        -0.004,         1.679,       104.659,        49.844,         2.356,        78.135,         0.908,         4.671,       -0.0000,       -0.0000,    1,        42.938,         1,       4,       1, GJB_Rinse,       0
    32,    P-1749,   2015/03/10 18:33:18,           1-04,       2,        -7.908,       -50.175,         22905,      -1,    1,                                        ,                                        ,                 H2O, 1426034304.85,         0.226,         0.484,        72.878,         0.000,        -0.003,         1.706,       104.263,        49.668,         2.465,        79.083,         0.909,         4.910,        0.0000,        0.0000,    1,        42.938,         1,       4,       1, GJB_Rinse,       0
    33,    P-1749,   2015/03/10 18:42:16,           1-04,       3,        -7.873,       -49.400,         22896,      -1,    1,                                        ,                                        ,                 H2O, 1426034842.43,         0.251,         0.475,        75.242,        -0.000,        -0.002,         1.743,       104.456,        49.647,         2.388,        77.912,         0.909,         4.635,        0.0000,        0.0000,    1,        42.938,         1,       4,       1, GJB_Rinse,       0
    34,    P-1749,   2015/03/10 18:51:14,           1-04,       4,        -7.832,       -49.049,         22913,       0,    1,                                        ,                                        ,                 H2O, 1426035379.92,         0.260,         0.529,        71.881,        -0.001,        -0.002,         1.668,       104.505,        49.850,         2.377,        77.852,         0.906,         4.626,       -0.0000,       -0.0000,    1,        42.875,         1,       4,       1, GJB_Rinse,       0
    35,    P-1749,   2015/03/10 19:00:12,           1-04,       5,        -7.816,       -48.769,         22827,       0,    1,                                        ,                                        ,                 H2O, 1426035917.92,         0.233,         0.482,        73.707,        -0.000,        -0.001,         1.709,       104.057,        49.213,         2.437,        79.446,         0.907,         5.018,        0.0000,        0.0000,    1,        42.875,         1,       4,       1, GJB_Rinse,       0
    36,    P-1749,   2015/03/10 19:09:09,           1-04,       6,        -7.825,       -48.608,         22794,       0,    1,                                        ,                                        ,                 H2O, 1426036454.97,         0.246,         0.571,        75.207,        -0.001,        -0.003,         1.740,       103.874,        49.243,         2.475,        79.061,         0.909,         5.022,       -0.0000,       -0.0000,    1,        42.875,         1,       4,       1, GJB_Rinse,       0
    37,    P-1749,   2015/03/10 19:18:06,           1-04,       7,        -7.810,       -48.544,         22791,       0,    1,                                        ,                                        ,                 H2O, 1426036992.62,         0.238,         0.506,        72.137,        -0.001,        -0.003,         1.682,       103.829,        49.266,         2.473,        79.310,         0.915,         4.863,       -0.0000,       -0.0000,    1,        42.875,         1,       4,       1, GJB_Rinse,       0
    38,    P-1749,   2015/03/10 19:27:03,           1-04,       8,        -7.786,       -48.487,         22828,       0,    1,                                        ,                                        ,                 H2O, 1426037528.79,         0.244,         0.539,        74.362,        -0.000,        -0.002,         1.729,       104.061,        49.575,         2.407,        78.306,         0.915,         4.814,       -0.0000,       -0.0000,    1,        42.813,         1,       4,       1, GJB_Rinse,       0
    39,    P-1749,   2015/03/10 19:36:01,           1-04,       9,        -7.781,       -48.383,         22844,       0,    1,                                        ,                                        ,                 H2O, 1426038067.11,         0.229,         0.500,        72.437,        -0.000,        -0.001,         1.696,       104.092,        49.861,         2.378,        77.593,         0.905,         4.652,        0.0000,        0.0000,    1,        42.750,         1,       4,       1, GJB_Rinse,       0
    40,    P-1749,   2015/03/10 19:44:58,           1-04,      10,        -7.778,       -48.304,         22805,       0,    1,                                        ,                                        ,                 H2O, 1426038604.44,         0.231,         0.558,        74.002,        -0.001,        -0.003,         1.720,       104.085,        49.220,         2.410,        78.457,         0.911,         4.736,        0.0000,        0.0000,    1,        42.688,         1,       4,       1, GJB_Rinse,       0
    41,    P-1750,   2015/03/10 19:54:51,           1-05,       1,        -7.613,       -60.185,         23017,      -1,    0,                                        ,                                        ,                 H2O, 1426039197.81,         0.221,         0.531,        70.487,         0.000,         0.001,         1.641,       104.465,        53.277,         2.147,        72.545,         0.914,         4.234,       -0.0000,       -0.0000,    1,        42.625,         1,       5,       2, GJB_Rinse,       0
    42,    P-1750,   2015/03/10 20:03:47,           1-05,       2,        -7.616,       -60.998,         22684,      -1,    1,                                        ,                                        ,                 H2O, 1426039733.24,         0.231,         0.475,        74.767,        -0.000,         0.001,         1.734,       103.075,        52.962,         2.032,        70.031,         0.919,         3.911,       -0.0000,       -0.0000,    1,        42.500,         1,       5,       2, GJB_Rinse,       0
    43,    P-1750,   2015/03/10 20:12:44,           1-05,       3,        -7.593,       -60.874,         22944,      -1,    1,                                        ,                                        ,                 H2O, 1426040270.52,         0.225,         0.556,        72.259,         0.000,        -0.001,         1.684,       104.245,        53.432,         2.110,        70.653,         0.914,         3.918,        0.0000,        0.0000,    1,        42.438,         1,       5,       2, GJB_Rinse,       0
    44,    P-1750,   2015/03/10 20:21:42,           1-05,       4,        -7.614,       -60.635,         22824,       0,    1,                                        ,                                        ,                 H2O, 1426040808.14,         0.232,         0.523,        74.149,        -0.001,        -0.000,         1.721,       104.183,        49.220,         2.397,        79.166,         0.912,         4.903,        0.0000,        0.0000,    1,        42.438,         1,       5,       2, GJB_Rinse,       0
    45,    P-1751,   2015/03/10 20:31:35,           1-06,       1,        -8.690,       -68.304,         23084,      -1,    0,                                        ,                                        ,                 H2O, 1426041400.97,         0.245,         0.498,        74.481,        -0.001,         0.000,         1.739,       105.146,        49.962,         2.486,        80.049,         0.924,         4.900,        0.0000,        0.0000,    1,        42.375,         1,       6,       2, GJB_Rinse,       0
    46,    P-1751,   2015/03/10 20:40:33,           1-06,       2,        -8.810,       -68.909,         22801,      -1,    1,                                        ,                                        ,                 H2O, 1426041938.82,         0.231,         0.461,        72.883,        -0.001,         0.001,         1.695,       104.023,        49.237,         2.416,        78.460,         0.927,         4.689,        0.0000,        0.0000,    1,        42.250,         1,       6,       2, GJB_Rinse,       0
    47,    P-1751,   2015/03/10 20:49:29,           1-06,       3,        -8.763,       -69.214,         22996,      -1,    1,                                        ,                                        ,                 H2O, 1426042475.95,         0.236,         0.488,        73.685,        -0.001,         0.001,         1.713,       104.158,        53.171,         2.168,        73.255,         0.927,         4.326,        0.0000,        0.0000,    1,        42.188,         1,       6,       2, GJB_Rinse,       0
    48,    P-1751,   2015/03/10 20:58:27,           1-06,       4,        -8.780,       -69.245,         22940,       0,    1,                                        ,                                        ,                 H2O, 1426043012.77,         0.244,         0.504,        76.262,        -0.001,         0.001,         1.778,       104.131,        53.357,         2.086,        71.140,         0.931,         3.927,        0.0000,        0.0000,    1,        42.125,         1,       6,       2, GJB_Rinse,       0
    49,    P-1752,   2015/03/10 21:08:21,           1-07,       1,       -25.630,      -143.482,         22830,      -1,    1,                                        ,                                        ,                 H2O, 1426043607.27,         0.257,         0.555,        71.090,         0.000,         0.003,         1.651,       104.468,        50.220,         2.355,        75.865,         0.917,         4.615,        0.0000,        0.0000,    1,        42.063,         1,       7,       2, GJB_Rinse,       0
    50,    P-1752,   2015/03/10 21:17:19,           1-07,       2,       -26.178,      -148.018,         22788,      -1,    1,                                        ,                                        ,                 H2O, 1426044145.45,         0.241,         0.570,        69.142,         0.000,         0.004,         1.605,       104.186,        49.462,         2.391,        77.691,         0.932,         4.744,        0.0000,        0.0000,    1,        42.000,         1,       7,       2, GJB_Rinse,       0
    51,    P-1752,   2015/03/10 21:26:17,           1-07,       3,       -26.294,      -149.078,         22843,      -1,    1,                                        ,                                        ,                 H2O, 1426044682.75,         0.235,         0.543,        73.211,         0.001,         0.006,         1.697,       104.249,        49.529,         2.442,        78.629,         0.926,         4.859,        0.0000,        0.0000,    1,        41.938,         1,       7,       2, GJB_Rinse,       0
    52,    P-1752,   2015/03/10 21:35:14,           1-07,       4,       -26.331,      -149.426,         22942,       0,    1,                                        ,                                        ,                 H2O, 1426045218.88,         0.222,         0.530,        74.528,         0.001,         0.003,         1.751,       104.817,        49.964,         2.446,        77.863,         0.948,         4.840,        0.0000,        0.0000,    1,        41.938,         1,       7,       2, GJB_Rinse,       0
    53,    P-1753,   2015/03/10 21:45:03,           1-08,       1,        -6.201,       -60.850,         22943,      -1,    1,                                        ,                                        ,                 H2O, 1426045809.31,         0.249,         0.495,        71.375,        -0.001,        -0.002,         1.664,       104.580,        53.220,         2.114,        71.154,         0.943,         3.917,       -0.0000,       -0.0000,    1,        41.813,         1,       8,       2, GJB_Rinse,       0
    54,    P-1753,   2015/03/10 21:54:00,           1-08,       2,        -5.614,       -55.831,         22783,      -1,    1,                                        ,                                        ,                 H2O, 1426046346.64,         0.221,         0.519,        70.896,        -0.000,        -0.005,         1.654,       103.885,        53.120,         2.059,        69.971,         0.948,         3.881,       -0.0000,       -0.0000,    1,        41.813,         1,       8,       2, GJB_Rinse,       0
    55,    P-1753,   2015/03/10 22:02:58,           1-08,       3,        -5.502,       -54.471,         22667,      -1,    1,                                        ,                                        ,                 H2O, 1426046884.59,         0.252,         0.488,        74.594,        -0.001,        -0.003,         1.736,       103.601,        49.793,         2.380,        77.118,         0.940,         4.555,       -0.0000,       -0.0000,    1,        41.813,         1,       8,       2, GJB_Rinse,       0
    56,    P-1753,   2015/03/10 22:11:55,           1-08,       4,        -5.446,       -54.083,         22807,       0,    1,                                        ,                                        ,                 H2O, 1426047420.96,         0.247,         0.467,        74.226,        -0.001,        -0.003,         1.732,       104.406,        49.051,         2.420,        78.814,         0.931,         4.751,       -0.0000,       -0.0000,    1,        41.750,         1,       8,       2, GJB_Rinse,       0
    57,    P-1754,   2015/03/10 22:21:47,           1-09,       1,        -5.725,       -58.304,         22001,      -1,    1,                                        ,                                        ,                 H2O, 1426048012.99,         0.239,         0.461,        72.598,        -0.001,        -0.001,         1.688,       101.692,        47.428,         2.331,        76.104,         0.928,         4.466,       -0.0000,       -0.0000,    1,        41.750,         1,       9,       2, GJB_Rinse,       0
    58,    P-1754,   2015/03/10 22:30:44,           1-09,       2,        -5.731,       -58.502,         21758,      -1,    1,                                        ,                                        ,                 H2O, 1426048549.38,         0.229,         0.549,        75.731,         0.000,        -0.000,         1.772,       100.808,        46.486,         2.308,        75.262,         0.923,         4.303,        0.0000,        0.0000,    1,        41.750,         1,       9,       2, GJB_Rinse,       0
    59,    P-1754,   2015/03/10 22:39:40,           1-09,       3,        -5.694,       -58.500,         21692,      -1,    1,                                        ,                                        ,                 H2O, 1426049086.16,         0.229,         0.492,        72.114,        -0.000,        -0.002,         1.683,       100.487,        46.282,         2.326,        75.960,         0.901,         4.551,        0.0000,        0.0000,    1,        41.938,         1,       9,       2, GJB_Rinse,       0
    60,    P-1754,   2015/03/10 22:48:37,           1-09,       4,        -5.704,       -58.404,         22036,       0,    1,                                        ,                                        ,                 H2O, 1426049623.15,         0.230,         0.512,        72.319,        -0.001,        -0.001,         1.693,       101.876,        46.853,         2.358,        77.742,         0.905,         4.653,       -0.0000,       -0.0000,    1,        42.563,         1,       9,       2, GJB_Rinse,       0
    61,    P-1755,   2015/03/10 22:58:28,           1-10,       1,        -6.920,       -59.914,         23034,      -1,    0,                                        ,                                        ,                 H2O, 1426050215.10,         0.227,         0.496,        75.894,         0.000,         0.000,         1.762,       105.993,        49.748,         2.450,        78.459,         0.912,         4.646,       -0.0000,       -0.0000,    1,        43.000,         1,      10,       2, GJB_Rinse,       0
    62,    P-1755,   2015/03/10 23:07:25,           1-10,       2,        -7.053,       -60.151,         22612,      -1,    1,                                        ,                                        ,                 H2O, 1426050751.30,         0.223,         0.505,        72.410,        -0.001,        -0.001,         1.689,       104.200,        48.940,         2.334,        76.918,         0.916,         4.610,       -0.0000,       -0.0000,    1,        43.250,         1,      10,       2, GJB_Rinse,       0
    63,    P-1755,   2015/03/10 23:16:22,           1-10,       3,        -6.998,       -59.993,         22817,      -1,    1,                                        ,                                        ,                 H2O, 1426051288.49,         0.232,         0.467,        73.991,         0.000,        -0.001,         1.725,       105.115,        48.670,         2.489,        79.082,         0.908,         4.762,        0.0000,        0.0000,    1,        43.000,         1,      10,       2, GJB_Rinse,       0
    64,    P-1755,   2015/03/10 23:25:19,           1-10,       4,        -6.978,       -60.092,         22746,       0,    1,                                        ,                                        ,                 H2O, 1426051825.77,         0.217,         0.527,        72.175,         0.000,         0.002,         1.689,       104.569,        48.885,         2.453,        79.283,         0.917,         4.796,       -0.0000,       -0.0000,    1,        42.563,         1,      10,       2, GJB_Rinse,       0
    65,    P-1756,   2015/03/10 23:35:11,           1-11,       1,        -6.292,       -57.633,         22773,      -1,    1,                                        ,                                        ,                 H2O, 1426052417.33,         0.249,         0.530,        74.412,        -0.000,        -0.001,         1.728,       105.429,        49.122,         2.378,        77.881,         0.934,         4.519,       -0.0000,       -0.0000,    1,        42.250,         1,      11,       2, GJB_Rinse,       0
    66,    P-1756,   2015/03/10 23:44:08,           1-11,       2,        -6.316,       -57.640,         22588,      -1,    1,                                        ,                                        ,                 H2O, 1426052953.65,         0.237,         0.468,        72.272,        -0.000,        -0.001,         1.679,       104.690,        48.119,         2.394,        78.276,         0.926,         4.496,       -0.0000,       -0.0000,    1,        42.063,         1,      11,       2, GJB_Rinse,       0
    67,    P-1756,   2015/03/10 23:53:04,           1-11,       3,        -6.260,       -57.252,         22822,      -1,    1,                                        ,                                        ,                 H2O, 1426053490.15,         0.265,         0.539,        78.017,         0.000,         0.002,         1.821,       105.845,        48.975,         2.354,        77.202,         0.908,         4.306,        0.0000,        0.0000,    1,        42.063,         1,      11,       2, GJB_Rinse,       0
    68,    P-1756,   2015/03/11 00:02:00,           1-11,       4,        -6.232,       -57.270,         22732,       0,    1,                                        ,                                        ,                 H2O, 1426054026.28,         0.247,         0.484,        72.915,         0.000,        -0.001,         1.691,       105.172,        49.170,         2.376,        77.614,         0.908,         4.560,        0.0000,        0.0000,    1,        42.500,         1,      11,       2, GJB_Rinse,       0
    69,    P-1757,   2015/03/11 00:11:53,           1-12,       1,        -5.386,       -47.527,         23138,      -1,    0,                                        ,                                        ,                 H2O, 1426054618.34,         0.258,         0.566,        76.513,        -0.000,        -0.001,         1.780,       105.582,        54.132,         2.112,        71.768,         0.915,         3.976,        0.0000,        0.0000,    1,        42.813,         1,      12,       2, GJB_Rinse,       0
    70,    P-1757,   2015/03/11 00:20:50,           1-12,       2,        -5.399,       -46.844,         22574,      -1,    1,                                        ,                                        ,                 H2O, 1426055156.02,         0.273,         0.509,        75.539,        -0.000,         0.000,         1.752,       104.046,        48.755,         2.390,        77.131,         0.916,         4.489,        0.0000,        0.0000,    1,        42.625,         1,      12,       2, GJB_Rinse,       0
    71,    P-1757,   2015/03/11 00:29:48,           1-12,       3,        -5.392,       -46.531,         22803,      -1,    1,                                        ,                                        ,                 H2O, 1426055693.85,         0.215,         0.503,        75.717,        -0.001,        -0.001,         1.760,       104.854,        49.180,         2.460,        78.658,         0.912,         4.862,       -0.0000,       -0.0000,    1,        42.313,         1,      12,       2, GJB_Rinse,       0
    72,    P-1757,   2015/03/11 00:38:45,           1-12,       4,        -5.347,       -46.347,         22745,       0,    1,                                        ,                                        ,                 H2O, 1426056231.68,         0.242,         0.466,        75.007,        -0.000,        -0.000,         1.751,       104.941,        48.857,         2.357,        77.793,         0.907,         4.565,        0.0000,        0.0000,    1,        42.313,         1,      12,       2, GJB_Rinse,       0
    73,    P-1758,   2015/03/11 00:48:38,           1-13,       1,        -7.550,       -47.709,         23078,      -1,    0,                                        ,                                        ,                 H2O, 1426056824.14,         0.222,         0.494,        75.844,         0.001,        -0.001,         1.769,       105.266,        50.044,         2.405,        78.443,         0.908,         4.860,       -0.0000,       -0.0000,    1,        42.438,         1,      13,       2, GJB_Rinse,       0
    74,    P-1758,   2015/03/11 00:57:35,           1-13,       2,        -7.402,       -47.498,         24048,      -1,    0,                                        ,                                        ,                 H2O, 1426057361.25,         0.236,         0.479,        75.787,        -0.000,        -0.001,         1.756,       109.236,        52.089,         2.608,        83.515,         0.918,         5.297,       -0.0000,       -0.0000,    1,        42.500,         1,      13,       2, GJB_Rinse,       0
